P_id,Proof,P_name,P_type,P_raw,S_id,S_name,S_cui_entrezid,S_SMTY,S_raw,O_id,O_name,O_cui_entrezid,O_SMTY,O_raw
D10189890.P6,These results indicated that the WT1 gene       plays an essential role in the growth of solid tumors and performs an oncogenic       rather than a tumor-suppressor gene function.,AFFECTS,COMPLEX,plays an essential role ,D10189890.E122,solid tumor,C0280100,neop,solid tumors,D10189890.E121,Growth,C0018270,orgf,growth
D10190313.P1,The targeted expression of the human interleukin-2/interferon alpha2b fused gene        in alpha-fetoprotein-expressing hepatocellular carcinoma cells.,COEXISTS_WITH,PREP,in ,D10190313.E4,Genes,C0017337,gngm,gene,D10190313.E5,alpha-Fetoproteins,C0002210,aapp,alpha-fetoprotein
D10190313.P2,This study explores the use of a liver-specific albumin promoter and a       tumor-specific alpha-fetoprotein (AFP) enhancer to achieve the regulated       expression of the cytokine interleukin-2/interferon alpha2b (IL-2/IFNalpha2b)       fused gene for treatment of hepatocellular carcinoma (HCC).,TREATS,NOM,treatment ,D10190313.E21,FUSE gene,2522,aapp,fused gene,D10190313.E23,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10190313.P3,The human AFP       enhancer (E(AFP)) and albumin promoter (P(ALB)) were amplified from human       chromosome DNA by the polymerase chain reaction.,PART_OF,MOD_HEAD,human       chromosome DNA ,D10190313.E30,DNA,C0012854,bacs,DNA,D10190313.E29,"Chromosomes, Human",C0008643,celc,human       chromosome
D10190313.P4,"Moreover, The       growth of the IL-2/IFNalpha2b-fused-gene-infected HCC cells, SMMC7721, was       clearly suppressed by the second week after innoculation of nude mice compared to       the control SMMC7721 cells infected with LXSN and untreated SMMC7721 cells (0.5       +/- 0.1 cm versus 1.4 +/- 0.2 cm and 1.6 +/- 0.2 cm, P < 0.05).",PART_OF,ADJ,infected ,D10190313.E57,Interferon Alfa-2b,C0021735,aapp,IFNalpha2b,D10190313.E64,"Mice, Nude",C0025932,mamm,nude mice
D10190313.P5,"The results       showed that the combined transcriptional regulatory sequences of E(AFP)-P(ALB)       could control the targeted expression of cytokine genes in AFP-positive human HCC       cells, and the expression level of the IL-2/IFNalpha2b fused gene was positively        correlated to the level of AFP expression in the infected cells.",INTERACTS_WITH,VERB,control ,D10190313.E71,Regulatory DNA sequence,C2329837,nusq,regulatory sequences,D10190313.E74,Cytokine Gene,C1333196,gngm,cytokine genes
D10190313.P6,"The results       showed that the combined transcriptional regulatory sequences of E(AFP)-P(ALB)       could control the targeted expression of cytokine genes in AFP-positive human HCC       cells, and the expression level of the IL-2/IFNalpha2b fused gene was positively        correlated to the level of AFP expression in the infected cells.",LOCATION_OF,PREP,in ,D10190313.E78,hepatoma cell,C0677626,cell,HCC       cells,D10190313.E74,Cytokine Gene,C1333196,aapp,cytokine genes
D10190313.P7,"The results       showed that the combined transcriptional regulatory sequences of E(AFP)-P(ALB)       could control the targeted expression of cytokine genes in AFP-positive human HCC       cells, and the expression level of the IL-2/IFNalpha2b fused gene was positively        correlated to the level of AFP expression in the infected cells.",PRODUCES,NOM,expression ,D10190313.E82,Genes,C0017337,gngm,gene,D10190313.E84,,174,aapp,AFP
D10190901.P1,A novel cytoplasmic protein with RNA-binding motifs is an autoantigen in human       hepatocellular carcinoma.,PROCESS_OF,MOD_HEAD,human       hepatocellular carcinoma.,D10190901.E6,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10190901.E5,Homo sapiens,C0086418,humn,human
D10190901.P2,A novel cytoplasmic protein with RNA-binding motifs is an autoantigen in human       hepatocellular carcinoma.,ASSOCIATED_WITH,PREP,in ,D10190901.E4,Autoantigens,C0004359,imft,autoantigen,D10190901.E6,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10190901.P3,"Patients with chronic hepatitis or liver       cirrhosis develop HCC, and when this occurs, some patients exhibit autoantibodies       of new specificities.",PROCESS_OF,VERB,develop ,D10190901.E16,Liver carcinoma,C2239176,neop,HCC,D10190901.E13,Patients,C0030705,humn,Patients
D10190901.P4,"Patients with chronic hepatitis or liver       cirrhosis develop HCC, and when this occurs, some patients exhibit autoantibodies       of new specificities.",PROCESS_OF,PREP,with ,D10190901.E14,"Hepatitis, Chronic",C0019189,dsyn,chronic hepatitis,D10190901.E13,Patients,C0030705,humn,Patients
D10190901.P5,"Patients with chronic hepatitis or liver       cirrhosis develop HCC, and when this occurs, some patients exhibit autoantibodies       of new specificities.",PROCESS_OF,PREP,with ,D10190901.E15,Liver Cirrhosis,C0023890,dsyn,liver       cirrhosis,D10190901.E13,Patients,C0030705,humn,Patients
D10190901.P6,"One HCC serum shown to contain       antibodies to unidentified cellular antigens was used to immunoscreen a cDNA       expression library, and a full length cDNA clone was isolated with an open       reading frame encoding 556 amino acids with a predicted molecular mass of 62 kD.",PART_OF,MOD_HEAD,unidentified cellular antigens ,D10190901.E33,Antigens,C0003320,imft,antigens,D10190901.E32,Unidentified cell,C1148429,cell,unidentified cellular
D10190901.P7,"One HCC serum shown to contain       antibodies to unidentified cellular antigens was used to immunoscreen a cDNA       expression library, and a full length cDNA clone was isolated with an open       reading frame encoding 556 amino acids with a predicted molecular mass of 62 kD.",PART_OF,PREP,with ,D10190901.E40,Open Reading Frames,C0079941,gngm,open       reading frame,D10190901.E39,Clone,C1522642,tisu,clone
D10190901.P8,"The 62-kD protein contained two types of RNA-binding motifs, the consensus       sequence RNA-binding domain (CS-RBD) and four hnRNP K homology (KH) domains.",PART_OF,MOD_HEAD,consensus       sequence RNA-binding domain ,D10190901.E49,RNA Recognition Motif,C1522002,gngm,RNA-binding domain,D10190901.E48,Consensus Sequence,C0079160,nusq,consensus       sequence
D10190901.P9,"This       protein, provisionally called p62, has close identity (66-70%) to three other       proteins at the amino acid sequence level, and all four proteins may belong to a        family having CS-RBD in the NH2-terminal region and four KH domains in the       mid-to-COOH- terminal region.",PART_OF,MOD_HEAD,CS-RBD ,D10190901.E67,RNA Recognition Motif,C1522002,gngm,CS-RBD,D10190901.E66,Consensus Sequence,C0079160,nusq,CS-RBD
D10190901.P10,"The homologous proteins are: KH domain-containing       protein overexpressed in cancer (Koc); zipcode binding protein, a protein which       binds to a conserved nucleotide element in chicken beta-actin mRNA (ZBP1); and a        protein which binds to a promoter cis element in Xenopus laevis TFIIIA gene (B3).",PART_OF,MOD_HEAD,Xenopus laevis TFIIIA ,D10190901.E96,GTF3A gene,2971,gngm,TFIIIA,D10190901.E95,Xenopus laevis,C0043343,amph,Xenopus laevis
D10190901.P11,"The homologous proteins are: KH domain-containing       protein overexpressed in cancer (Koc); zipcode binding protein, a protein which       binds to a conserved nucleotide element in chicken beta-actin mRNA (ZBP1); and a        protein which binds to a promoter cis element in Xenopus laevis TFIIIA gene (B3).",PART_OF,VERB,overexpressed ,D10190901.E76,Homologous Protein,C1512488,gngm,homologous proteins,D10190901.E80,Malignant Neoplasms,C0006826,neop,cancer
D10190901.P12,"The homologous proteins are: KH domain-containing       protein overexpressed in cancer (Koc); zipcode binding protein, a protein which       binds to a conserved nucleotide element in chicken beta-actin mRNA (ZBP1); and a        protein which binds to a promoter cis element in Xenopus laevis TFIIIA gene (B3).",INTERACTS_WITH,VERB,binds ,D10190901.E84,Proteins,C0033684,aapp,protein,D10190901.E85,Nucleotides,C0028630,nnon,nucleotide
D10190901.P13,"The homologous proteins are: KH domain-containing       protein overexpressed in cancer (Koc); zipcode binding protein, a protein which       binds to a conserved nucleotide element in chicken beta-actin mRNA (ZBP1); and a        protein which binds to a promoter cis element in Xenopus laevis TFIIIA gene (B3).",INTERACTS_WITH,VERB,binds ,D10190901.E91,Proteins,C0033684,aapp,protein,D10190901.E85,Nucleotides,C0028630,nnon,nucleotide
D10190901.P14,"The homologous proteins are: KH domain-containing       protein overexpressed in cancer (Koc); zipcode binding protein, a protein which       binds to a conserved nucleotide element in chicken beta-actin mRNA (ZBP1); and a        protein which binds to a promoter cis element in Xenopus laevis TFIIIA gene (B3).",INTERACTS_WITH,VERB,binds ,D10190901.E84,Proteins,C0033684,aapp,protein,D10190901.E93,,1154,aapp,cis
D10190901.P15,"The homologous proteins are: KH domain-containing       protein overexpressed in cancer (Koc); zipcode binding protein, a protein which       binds to a conserved nucleotide element in chicken beta-actin mRNA (ZBP1); and a        protein which binds to a promoter cis element in Xenopus laevis TFIIIA gene (B3).",INTERACTS_WITH,VERB,binds ,D10190901.E91,Proteins,C0033684,aapp,protein,D10190901.E93,,1154,aapp,cis
D10190901.P16,"p62 protein is cytoplasmic in location, and autoantibodies were found in 21% of a       cohort of HCC patients.",PROCESS_OF,MOD_HEAD,HCC patients.,D10190901.E104,Liver carcinoma,C2239176,neop,HCC,D10190901.E105,Patients,C0030705,humn,patients
D10190901.P17,"Patients with chronic hepatitis and liver cirrhosis,       conditions which are frequent precursors to HCC, were negative for these       autoantibodies, suggesting that the immune response might be related to cellular        events leading to transformation.",PROCESS_OF,PREP,with ,D10190901.E107,"Hepatitis, Chronic",C0019189,dsyn,chronic hepatitis,D10190901.E106,Patients,C0030705,humn,Patients
D10190901.P18,"Patients with chronic hepatitis and liver cirrhosis,       conditions which are frequent precursors to HCC, were negative for these       autoantibodies, suggesting that the immune response might be related to cellular        events leading to transformation.",PROCESS_OF,PREP,with ,D10190901.E108,Liver Cirrhosis,C0023890,dsyn,liver cirrhosis,D10190901.E106,Patients,C0030705,humn,Patients
D10190901.P19,"Patients with chronic hepatitis and liver cirrhosis,       conditions which are frequent precursors to HCC, were negative for these       autoantibodies, suggesting that the immune response might be related to cellular        events leading to transformation.",CAUSES,VERB,leading ,D10190901.E114,Autoantibodies,C0004358,gngm,autoantibodies,D10190901.E118,"Transformation, function",C3714584,phsf,transformation
D10200348.P1,Induction of rat WT1 gene expression correlates with human chromosome       11p11.2-p12-mediated suppression of tumorigenicity in rat liver epithelial tumor        cell lines.,PART_OF,MOD_HEAD,rat WT1 ,D10200348.E3,WT-1,7490,gngm,WT1,D10200348.E2,Rattus norvegicus,C0034693,mamm,rat
D10200348.P2,Induction of rat WT1 gene expression correlates with human chromosome       11p11.2-p12-mediated suppression of tumorigenicity in rat liver epithelial tumor        cell lines.,INHIBITS,NOM,suppression ,D10200348.E3,WT-1,7490,gngm,WT1,D10200348.E7,Mediator brand of benfluorex hydrochloride,C0127400,orch,mediated
D10200348.P3,We have previously identified and mapped a locus within human chromosome       11p11.2-p12 that suppresses the tumorigenic potential of some rat liver tumor       cell lines.,PART_OF,MOD_HEAD,rat liver tumor       cell lines.,D10200348.E18,"Cell Line, Tumor",C0085983,cell,tumor       cell lines,D10200348.E17,Rat Liver,C1882726,bpoc,rat liver
D10200348.P4,"The parental rat liver tumor cell lines (GN6TF and GP7TB) express moderate       levels of p53 mRNA and protein, overexpress mRNAs for c-H-ras, c-myc, and TGFa,       and do not express detectable levels of WT1 mRNA or protein.",PART_OF,MOD_HEAD,rat liver tumor cell lines ,D10200348.E38,"Cell Line, Tumor",C0085983,cell,tumor cell lines,D10200348.E37,Rat Liver,C1882726,bpoc,rat liver
D10200348.P5,"The parental rat liver tumor cell lines (GN6TF and GP7TB) express moderate       levels of p53 mRNA and protein, overexpress mRNAs for c-H-ras, c-myc, and TGFa,       and do not express detectable levels of WT1 mRNA or protein.",PRODUCES,VERB,express ,D10200348.E38,"Cell Line, Tumor",C0085983,cell,tumor cell lines,D10200348.E42,Proteins,C0033684,aapp,protein
D10200348.P6,"The parental rat liver tumor cell lines (GN6TF and GP7TB) express moderate       levels of p53 mRNA and protein, overexpress mRNAs for c-H-ras, c-myc, and TGFa,       and do not express detectable levels of WT1 mRNA or protein.",PRODUCES,VERB,express ,D10200348.E38,"Cell Line, Tumor",C0085983,cell,tumor cell lines,D10200348.E40,TP53 gene,7157,aapp,p53
D10200348.P7,"The parental rat liver tumor cell lines (GN6TF and GP7TB) express moderate       levels of p53 mRNA and protein, overexpress mRNAs for c-H-ras, c-myc, and TGFa,       and do not express detectable levels of WT1 mRNA or protein.",PRODUCES,VERB,express ,D10200348.E45,MYC gene,4609,gngm,c-myc,D10200348.E49,WT-1,7490,aapp,WT1
D10200348.P8,"The parental rat liver tumor cell lines (GN6TF and GP7TB) express moderate       levels of p53 mRNA and protein, overexpress mRNAs for c-H-ras, c-myc, and TGFa,       and do not express detectable levels of WT1 mRNA or protein.",PRODUCES,VERB,express ,D10200348.E46,TGFA gene,7039,gngm,TGFa,D10200348.E49,WT-1,7490,aapp,WT1
D10200348.P9,"The parental rat liver tumor cell lines (GN6TF and GP7TB) express moderate       levels of p53 mRNA and protein, overexpress mRNAs for c-H-ras, c-myc, and TGFa,       and do not express detectable levels of WT1 mRNA or protein.",PRODUCES,VERB,express ,D10200348.E44,HRAS wt Allele,C1705572,gngm,H-ras,D10200348.E49,WT-1,7490,aapp,WT1
D10200348.P10,"Suppression of       tumorigenicity by human chromosome 11p11.2-p12 was not accompanied by significant       alterations in the levels of expression of p53, c-myc, or TGFa.",DISRUPTS,NOM,Suppression ,D10200348.E54,,"56655,57804",gngm,p12,D10200348.E52,Tumorigenicity,C1519697,patf,tumorigenicity
D10200348.P11,"All suppressed        MCH cell lines expressed WT1 mRNA and protein at levels comparable to that of       untransformed rat liver epithelial cells (WB-F344), whereas only trace WT1 mRNA       and protein were detected in a non-suppressed MCH cell line.",PART_OF,MOD_HEAD,rat liver epithelial cells ,D10200348.E81,Epithelial Cells,C0014597,cell,epithelial cells,D10200348.E80,Rat Liver,C1882726,bpoc,rat liver
D10200348.P12,"All suppressed        MCH cell lines expressed WT1 mRNA and protein at levels comparable to that of       untransformed rat liver epithelial cells (WB-F344), whereas only trace WT1 mRNA       and protein were detected in a non-suppressed MCH cell line.",LOCATION_OF,PREP,in ,D10200348.E90,hybrid cell line,C0682527,cell,MCH cell line,D10200348.E85,WT-1,7490,aapp,WT1
D10200348.P13,"All suppressed        MCH cell lines expressed WT1 mRNA and protein at levels comparable to that of       untransformed rat liver epithelial cells (WB-F344), whereas only trace WT1 mRNA       and protein were detected in a non-suppressed MCH cell line.",PRODUCES,VERB,expressed ,D10200348.E76,hybrid cell line,C0682527,cell,MCH cell lines,D10200348.E79,Proteins,C0033684,aapp,protein
