id,cui,name,semtypes,text,entrezID,entrezName
D10076051.E30,C0218448,macrophage stimulating protein,"aapp,bacs",hepatocyte growth factor-like protein,,
D10076051.E31,C0218448,macrophage stimulating protein,"aapp,bacs",macrophage-stimulating protein,,
D10076051.E32,C0086418,Homo sapiens,humn,HGFLP,,
D10076051.E33,C0218448,macrophage stimulating protein,"aapp,bacs",HGFLP,,
D10076051.E34,C1334043,Homologous Gene,gngm,homologous,,
D10076051.E35,C0062534,Hepatocyte Growth Factor,"aapp,bacs",hepatocyte growth factor,,
D10076051.E36,C3245505,potential,qlco,potent,,
D10076051.E37,C0018284,Growth Factor,"aapp,bacs",growth factor,,
D10076051.E38,C0023884,Liver,bpoc,liver,,
D10076051.E39,C0086418,Homo sapiens,humn,HGFLP,,
D10076051.E40,C0218448,macrophage stimulating protein,"aapp,bacs",HGFLP,,
D10076051.E41,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10076051.E42,C0206624,Hepatoblastoma,neop,hepatoblastoma,,
D10076051.E43,C0370003,Specimen,sbst,sample,,
D10076051.E44,C0370003,Specimen,sbst,sample,,
D10076051.E45,C0267795,Subacute hepatic necrosis,dsyn,subacute        fulminant hepatic necrosis,,
D10076051.E46,C2603343,Study,resa,study,,
D10076051.E47,C1280500,Effect,qlco,effects,,
D10076051.E48,C0079189,cytokine,"aapp,imft",cytokines,,
D10076051.E49,C0086418,Homo sapiens,humn,HGFLP,,
D10076051.E50,C0218448,macrophage stimulating protein,"aapp,bacs",HGFLP,,
D10076051.E51,C0021760,Interleukin-6,"aapp,imft",IL-6,,
D10076051.E52,C0442805,Increase,ftcn,increased,,
D10076051.E53,C0086418,Homo sapiens,humn,HGFLP,,
D10076051.E54,C0218448,macrophage stimulating protein,"aapp,bacs",HGFLP,,
D10076051.E55,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10076051.E56,C2717940,Hep G2 Cells,cell,Hep       G2 cells,,
D10076051.E57,C1702299,"IL1A protein, human","aapp,bacs",IL-1alpha,3552,IL1A
D10076051.E58,C1334112,IL1B gene,gngm,IL-1beta,3553,IL1B
D10076051.E59,C0041368,Tumor Necrosis Factors,"aapp,imft",TNF-alpha,7124,TNF
D10076051.E60,C1280500,Effect,qlco,effect,,
D10076051.E61,C0442805,Increase,ftcn,increase,,
D10076051.E62,C0086418,Homo sapiens,humn,HGFLP,,
D10076051.E63,C0218448,macrophage stimulating protein,"aapp,bacs",HGFLP,,
D10076051.E64,C1274040,Result,ftcn,result,,
D10076051.E65,C0021368,Inflammation,patf,inflammation,,
D10076051.E66,C3827682,Useful,qlco,useful,,
D10076051.E67,C1522602,Indicator,ftcn,indicator,,
D10076051.E68,C0023903,Liver neoplasms,neop,hepatoma,,
D10081488.E1,C0906368,Multidrug Resistance Associated Protein 1,"aapp,bacs",MRP,,
D10081488.E2,C0525410,multidrug resistance-associated protein 2,"aapp,bacs",cMOAT,,
D10081488.E3,C0231335,Childhood,tmco,childhood,,
D10081488.E4,C0027819,Neuroblastoma,neop,neuroblastomas,,
D10081488.E5,C0345904,Malignant neoplasm of liver,neop,malignant liver       tumors,,
D10081488.E6,C2347946,Relevance,qlco,relevance,,
D10081488.E7,C0205210,Clinical,qlco,clinical,,
D10081488.E8,C2707008,Behavior:-:Point in time:^Patient:-,clna,behavior,,
D10081488.E9,C0027819,Neuroblastoma,neop,neuroblastoma,,
D10081488.E10,C0345904,Malignant neoplasm of liver,neop,malignant liver tumor,,
D10081488.E11,C1882932,Representation (action),acty,representative,,
D10081488.E12,C0278704,Malignant Childhood Neoplasm,neop,childhood       cancers,,
D10081488.E13,C3665472,Chemotherapy,topp,chemotherapy,,
D10081488.E14,C0008838,Cisplatin,"inch,phsu",cisplatin,,
D10081488.E15,C0013089,Doxorubicin,"antb,orch",doxorubicin,,
D10081488.E16,C0030705,Patients,podg,patients,,
D10081488.E17,C0027651,Neoplasms,neop,tumors,,
D10081488.E18,C0242640,Multi-Drug Resistance,orga,multiple       drug resistance,,
D10081488.E19,C3640815,Unfavorable,qlco,unfavorable,,
D10081488.E20,C0906368,Multidrug Resistance Associated Protein 1,"aapp,bacs",multidrug       resistance-associated protein,,
D10081488.E21,C0525410,multidrug resistance-associated protein 2,"aapp,bacs",canalicular multispecific organic anion       transporter,,
D10081488.E22,C0205210,Clinical,qlco,clinical,,
D10081488.E23,C2707008,Behavior:-:Point in time:^Patient:-,clna,behavior,,
D10081488.E24,C0027651,Neoplasms,neop,tumors,,
D10081488.E25,C0027819,Neuroblastoma,neop,neuroblastomas,,
D10081488.E26,C0345904,Malignant neoplasm of liver,neop,malignant liver tumors,,
D10081488.E27,C0906368,Multidrug Resistance Associated Protein 1,"aapp,bacs",MRP,,
D10081488.E28,C0525410,multidrug resistance-associated protein 2,"aapp,bacs",cMOAT,,
D10081488.E29,C0035668,RNA,nnon,RNA-,,
D10081488.E30,C2733022,Quantitative PCR analysis,lbpr,quantitative RNA-polymerase chain reaction,,
D10081488.E31,C1521871,Amplification,phpr,amplification,,
D10081488.E32,C0079884,N-myc Genes,gngm,N-myc oncogene,4609,MYC
D10081488.E33,C0027819,Neuroblastoma,neop,neuroblastomas,,
D10081488.E34,C1821461,Close Relationship,fndg,close association,,
D10081488.E35,C0919458,ABCC1 gene,gngm,MRP,4363,ABCC1
D10081488.E36,C0812287,MYCN gene,gngm,N-myc,4613,MYCN
D10081488.E37,C0027819,Neuroblastoma,neop,neuroblastoma,,
D10081488.E38,C2347026,Biospecimen,cnce,sample,,
D10081488.E39,C0237881,Statistical Significance,qnco,significant,,
D10081488.E40,C0439849,Relationships,qlco,relationship,,
D10081488.E41,C0919458,ABCC1 gene,gngm,MRP,4363,ABCC1
D10081488.E42,C1547647,Patient Outcome,idcn,patients'       outcome,,
D10081488.E43,C0441722,Force,phpr,forced,,
D10081488.E44,C0812287,MYCN gene,gngm,N-myc,4613,MYCN
D10081488.E45,C0919458,ABCC1 gene,gngm,MRP,4363,ABCC1
D10081488.E46,C0812287,MYCN gene,gngm,N-myc,4613,MYCN
D10081488.E47,C0027819,Neuroblastoma,neop,neuroblastoma,,
D10081488.E48,C0007600,Cultured Cell Line,cell,cell lines,,
D10081488.E49,C0525410,multidrug resistance-associated protein 2,"aapp,bacs",cMOAT,,
D10081488.E50,C0522498,Rare,qlco,rarely,,
D10081488.E51,C0027819,Neuroblastoma,neop,neuroblastomas,,
D10081488.E52,C0332183,Frequent,tmco,frequently,,
D10081488.E53,C0345904,Malignant neoplasm of liver,neop,malignant liver tumors,,
D10081488.E54,C0906368,Multidrug Resistance Associated Protein 1,"aapp,bacs",MRP,,
D10081488.E55,C0525410,multidrug resistance-associated protein 2,"aapp,bacs",cMOAT,,
D10081488.E56,C0279606,childhood hepatocellular carcinoma,neop,childhood liver tumors,,
D10081488.E57,C0205172,More,ftcn,more,,
D10081488.E58,C1522138,shared attribute,ftcn,common,,
D10081488.E59,C0205250,High,qlco,higher,,
D10081488.E60,C0868928,Case (situation),ftcn,cases,,
D10081488.E61,C3806166,Poor outcome,fndg,poor outcome,,
D10081488.E62,C0577059,Liver normal,fndg,normal liver,,
D10081488.E63,C2239176,Liver carcinoma,neop,hepatocellular carcinomas,,
D10081488.E64,C0001675,Adult,aggp,adult,,
D10081488.E65,C0030705,Patients,podg,patients,,
D10081488.E66,C2349975,Enhance (action),acty,enhanced,,
D10081488.E67,C0017337,Genes,gngm,genes,,
D10081488.E68,C1521970,Characteristics,qlco,characteristic,,
D10081488.E69,C2945767,childhood liver cancer,neop,childhood malignant liver       tumors,,
D10081488.E70,C0205210,Clinical,qlco,clinical,,
D10189890.E1,C0694898,WT1 gene,gngm,Wilms' tumor gene,7490,WT1
D10189890.E2,C2362085,WT-1,gngm,WT1,7490,WT1
D10189890.E3,C0280100,solid tumor,neop,solid tumors,,
D10189890.E4,C1413336,CEL gene,gngm,cell,1056,CEL
D10189890.E5,C0598934,tumor growth,neop,tumor cell growth,,
D10189890.E6,C0694898,WT1 gene,gngm,Wilms' tumor gene,7490,WT1
D10189890.E7,C2362085,WT-1,gngm,WT1,7490,WT1
D10189890.E8,C0007621,Neoplastic Cell Transformation,neop,tumorigenesis,,
D10189890.E9,C0280100,solid tumor,neop,solid       tumors,,
D10189890.E10,C0694898,WT1 gene,gngm,WT1 gene,7490,WT1
D10189890.E11,C0205208,Solid,qlco,solid,,
D10189890.E12,C0085983,"Cell Line, Tumor",cell,tumor cell lines,,
D10189890.E13,C0205450,Four,qnco,four,,
D10189890.E14,C0024623,Malignant neoplasm of stomach,neop,gastric cancer,,
D10189890.E15,C0007600,Cultured Cell Line,cell,cell lines,,
D10189890.E16,C0205451,Five,qnco,five,,
D10189890.E17,C0007102,Malignant tumor of colon,neop,colon cancer,,
D10189890.E18,C0007600,Cultured Cell Line,cell,cell lines,,
D10189890.E19,C0242379,Malignant neoplasm of lung,neop,lung cancer,,
D10189890.E20,C0007600,Cultured Cell Line,cell,cell lines,,
D10189890.E21,C0205450,Four,qnco,four,,
D10189890.E22,C1512505,Breast Cancer Cell,cell,breast cancer cell,,
D10189890.E23,C0205132,Linear,spco,lines,,
D10189890.E24,C0205447,One,qnco,one,,
D10189890.E25,C0017471,Germ Cells,cell,germ cell,,
D10189890.E26,C0085983,"Cell Line, Tumor",cell,tumor cell line,,
D10189890.E27,C0205448,Two,qnco,two,,
D10189890.E28,C0029925,Ovarian Carcinoma,neop,ovarian cancer,,
D10189890.E29,C0007600,Cultured Cell Line,cell,cell lines,,
D10189890.E30,C0205447,One,qnco,one,,
D10189890.E31,C0042149,Uterus,bpoc,uterine,,
D10189890.E32,C0334227,"Tumor cells, malignant",cell,cancer cell,,
D10189890.E33,C0205132,Linear,spco,line,,
D10189890.E34,C0205447,One,qnco,one,,
D10189890.E35,C0007115,Malignant neoplasm of thyroid,neop,thyroid cancer,,
D10189890.E36,C1413336,CEL gene,gngm,cell,1056,CEL
D10189890.E37,C0205132,Linear,spco,line,,
D10189890.E38,C0205447,One,qnco,one,,
D10189890.E39,C0677626,hepatoma cell,cell,hepatocellular carcinoma cell,,
D10189890.E40,C0205132,Linear,spco,line,,
D10189890.E41,C1514628,Quantitative Reverse Transcriptase PCR,mbrt,quantitative       reverse transcriptase-polymerase chain reaction,,
D10189890.E42,C0027708,Nephroblastoma,neop,WT1,,
D10189890.E43,C0017262,Gene Expression,genf,gene expression,,
D10189890.E44,C0205449,Three,qnco,three,,
D10189890.E45,C0205450,Four,qnco,four,,
D10189890.E46,C0024623,Malignant neoplasm of stomach,neop,gastric cancer,,
D10189890.E47,C0007600,Cultured Cell Line,cell,cell lines,,
D10189890.E48,,,gngm,all,613,BCR
D10189890.E49,C0205451,Five,qnco,five,,
D10189890.E50,C0007102,Malignant tumor of colon,neop,colon cancer,,
D10189890.E51,C0007600,Cultured Cell Line,cell,cell       lines,,
D10189890.E52,C0242379,Malignant neoplasm of lung,neop,lung cancer,,
D10189890.E53,C0007600,Cultured Cell Line,cell,cell lines,,
D10189890.E54,C0205448,Two,qnco,two,,
D10189890.E55,C0205450,Four,qnco,four,,
D10189890.E56,C1512505,Breast Cancer Cell,cell,breast cancer cell,,
D10189890.E57,C0205132,Linear,spco,lines,,
D10189890.E58,C0017471,Germ Cells,cell,germ cell,,
D10189890.E59,C0085983,"Cell Line, Tumor",cell,tumor cell line,,
D10189890.E60,C0205448,Two,qnco,two,,
D10189890.E61,C0029925,Ovarian Carcinoma,neop,ovarian cancer,,
D10189890.E62,C0007600,Cultured Cell Line,cell,cell lines,,
D10189890.E63,C0042149,Uterus,bpoc,uterine,,
D10189890.E64,C0334227,"Tumor cells, malignant",cell,cancer cell,,
D10189890.E65,C0205132,Linear,spco,line,,
D10189890.E66,C0007115,Malignant neoplasm of thyroid,neop,thyroid cancer,,
D10189890.E67,C1413336,CEL gene,gngm,cell,1056,CEL
D10189890.E68,C0205132,Linear,spco,line,,
D10189890.E69,C0677626,hepatoma cell,cell,hepatocellular       carcinoma cell,,
D10189890.E70,C0205132,Linear,spco,line,,
D10189890.E71,C0205208,Solid,qlco,solid,,
D10189890.E72,C0085983,"Cell Line, Tumor",cell,tumor cell lines,,
D10189890.E73,C2362085,WT-1,gngm,WT1,7490,WT1
D10189890.E74,C0205449,Three,qnco,Three,,
D10189890.E75,C0007600,Cultured Cell Line,cell,cell lines,,
D10189890.E76,C2362085,WT-1,gngm,WT1,7490,WT1
D10189890.E77,C0038351,Stomach,bpoc,gastric,,
D10189890.E78,C0334227,"Tumor cells, malignant",cell,cancer cell,,
D10189890.E79,C0205132,Linear,spco,line,,
D10189890.E80,C0024109,Lung,bpoc,lung,,
D10189890.E81,C0334227,"Tumor cells, malignant",cell,cancer cell,,
D10189890.E82,C0205132,Linear,spco,line,,
D10189890.E83,C2675609,OSTEOARTHRITIS SUSCEPTIBILITY 3,dsyn,OS3,,
D10189890.E84,C0205065,ovarian,bpoc,ovarian,,
D10189890.E85,C0334227,"Tumor cells, malignant",cell,cancer cell,,
D10189890.E86,C0205132,Linear,spco,line,,
D10189890.E87,C1419003,PSMA1 gene,gngm,nu),5682,PSMA1
D10189890.E88,C1517331,Further,spco,further,,
D10189890.E89,C0026882,Mutation,genf,mutations,,
D10189890.E90,C1511760,Deletion Mutation,genf,deletions,,
D10189890.E91,C0694898,WT1 gene,gngm,WT1 gene,7490,WT1
D10189890.E92,C1519159,SSCP Analysis,mbrt,single-strand conformation polymorphism analysis,,
D10189890.E93,C0026882,Mutation,genf,mutations,,
D10189890.E94,C1511760,Deletion Mutation,genf,deletions,,
D10189890.E95,C0205147,regional,spco,region,,
D10189890.E96,C0694898,WT1 gene,gngm,WT1 gene,7490,WT1
D10189890.E97,C1514721,Range,qnco,ranging,,
D10189890.E98,C2746065,Stop (qualifier value),tmco,end,,
D10189890.E99,C0015295,Exons,"bacs,nnon",exon,,
D10189890.E100,C0015295,Exons,"bacs,nnon",exon,,
D10189890.E101,C0694898,WT1 gene,gngm,WT1 gene,7490,WT1
D10189890.E102,C0015295,Exons,"bacs,nnon",exons,,
D10189890.E103,C0205449,Three,qnco,three,,
D10189890.E104,C0007600,Cultured Cell Line,cell,cell lines,,
D10189890.E105,C2675609,OSTEOARTHRITIS SUSCEPTIBILITY 3,dsyn,OS3,,
D10189890.E106,C0007634,Cells,cell,cells,,
D10189890.E107,C2362085,WT-1,gngm,WT1,7490,WT1
D10189890.E108,C0018270,Growth,orgf,growth,,
D10189890.E109,C0007634,Cells,cell,cells,,
D10189890.E110,C0439849,Relationships,qlco,association,,
D10189890.E111,C0392756,Reduced,qlco,reduction,,
D10189890.E112,C0148873,WT1 Protein,"aapp,bacs",WT1 protein,7490,WT1
D10189890.E113,C0694898,WT1 gene,gngm,WT1 gene,7490,WT1
D10189890.E114,C0334227,"Tumor cells, malignant",cell,cancer cells,,
D10189890.E115,C1280500,Effect,qlco,effect,,
D10189890.E116,C2362085,WT-1,gngm,WT1,7490,WT1
D10189890.E117,C0007595,cell growth,celf,cell growth,,
D10189890.E118,C1274040,Result,ftcn,results,,
D10189890.E119,C0694898,WT1 gene,gngm,WT1 gene,7490,WT1
D10189890.E120,C0205224,Essential,qlco,essential,,
D10189890.E121,C0018270,Growth,orgf,growth,,
D10189890.E122,C0280100,solid tumor,neop,solid tumors,,
D10189890.E123,C3828709,Oncogenicity,clna,oncogenic,,
D10189890.E124,C0079427,Tumor Suppressor Genes,gngm,tumor-suppressor gene,,
D10189890.E125,C0542341,Function,ftcn,function,,
D10190313.E1,C1521840,Target,ftcn,targeted,,
D10190313.E2,C0086418,Homo sapiens,humn,human interleukin,,
D10190313.E3,C0021747,Interferons,"aapp,imft,phsu",interferon,,
D10190313.E4,C0017337,Genes,gngm,gene,,
D10190313.E5,C0002210,alpha-Fetoproteins,"aapp,bacs",alpha-fetoprotein,,
D10190313.E6,C0677626,hepatoma cell,cell,hepatocellular carcinoma cells,,
D10190313.E7,C2603343,Study,resa,study,,
D10190313.E8,C0042153,utilization qualifier,ftcn,use,,
D10190313.E9,C0023884,Liver,bpoc,liver-,,
D10190313.E10,C0001924,Albumins,"aapp,bacs",albumin,213,ALB
D10190313.E11,C0086860,promoter,"bacs,nnon",promoter,,
D10190313.E12,C0027651,Neoplasms,neop,tumor-,,
D10190313.E13,C0002210,alpha-Fetoproteins,"aapp,bacs",alpha-fetoprotein,,
D10190313.E14,,,gngm,AFP,174,AFP
D10190313.E15,C0851285,Regulation,gora,regulated,,
D10190313.E16,C0079189,cytokine,"aapp,imft",cytokine,,
D10190313.E17,C0021756,Interleukin-2,"aapp,imft",interleukin-2,,
D10190313.E18,C0021747,Interferons,"aapp,imft,phsu",interferon,,
D10190313.E19,C0021756,Interleukin-2,"aapp,imft",IL-2,,
D10190313.E20,C0021735,Interferon Alfa-2b,"aapp,imft,phsu",IFNalpha2b,,
D10190313.E21,C1414861,FUSE gene,gngm,fused gene,2522,FUSE
D10190313.E22,C0087111,Therapeutic procedure,topp,treatment,,
D10190313.E23,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10190313.E24,C0086418,Homo sapiens,humn,human,,
D10190313.E25,,,gngm,AFP,174,AFP
D10190313.E26,,,gngm,AFP),174,AFP
D10190313.E27,C0001924,Albumins,"aapp,bacs",albumin,213,ALB
D10190313.E28,C0086860,promoter,"bacs,nnon",promoter,,
D10190313.E29,C0008643,"Chromosomes, Human",celc,human       chromosome,,
D10190313.E30,C0012854,DNA,"bacs,nnon",DNA,,
D10190313.E31,C0032520,Polymerase Chain Reaction,mbrt,polymerase chain reaction,,
D10190313.E32,C1514798,Recombinants,orgm,recombinant,,
D10190313.E33,C0035366,Retroviridae,virs,retrovirus,,
D10190313.E34,C0005516,Biological Markers,clna,marker,,
D10190313.E35,C0017337,Genes,gngm,gene,,
D10190313.E36,C0879590,IL2 gene,gngm,IL-2,3558,IL2
D10190313.E37,C0021735,Interferon Alfa-2b,"aapp,imft,phsu",IFNalpha2b,,
D10190313.E38,C0017337,Genes,gngm,gene,,
D10190313.E39,,,gngm,AFP),174,AFP
D10190313.E40,C0023884,Liver,bpoc,liver,,
D10190313.E41,C1521840,Target,ftcn,targeted,,
D10190313.E42,C0449774,Patterns,spco,pattern,,
D10190313.E43,C0021756,Interleukin-2,"aapp,imft",IL-2,,
D10190313.E44,C0021735,Interferon Alfa-2b,"aapp,imft,phsu",IFNalpha2b,,
D10190313.E45,C0017337,Genes,gngm,gene,,
D10190313.E46,C1514468,product,enty,product,,
D10190313.E47,C0010454,Culture Media,irda,culture medium,,
D10190313.E48,C0439663,Infected,fndg,infected,,
D10190313.E49,C0007634,Cells,cell,cells,,
D10190313.E50,C0021756,Interleukin-2,"aapp,imft",IL-2,,
D10190313.E51,C0205177,Active,ftcn,activity,,
D10190313.E52,C0007634,Cells,cell,cells,,
D10190313.E53,C0205177,Active,ftcn,activity,,
D10190313.E54,C0007634,Cells,cell,cells,,
D10190313.E55,C0018270,Growth,orgf,growth,,
D10190313.E56,C0021756,Interleukin-2,"aapp,imft",IL-2,,
D10190313.E57,C0021735,Interferon Alfa-2b,"aapp,imft,phsu",IFNalpha2b,,
D10190313.E58,C0017337,Genes,gngm,gene,,
D10190313.E59,C0439663,Infected,fndg,infected,,
D10190313.E60,C0677626,hepatoma cell,cell,HCC cells,,
D10190313.E61,C0565930,per second,qnco,second,,
D10190313.E62,C0332174,Weekly,tmco,week,,
D10190313.E63,C0042196,Vaccination,topp,innoculation,,
D10190313.E64,C0025932,"Mice, Nude",mamm,nude mice,,
D10190313.E65,C0007634,Cells,cell,cells,,
D10190313.E66,C0332155,Did not receive therapy or drug for,fndg,untreated,,
D10190313.E67,C0007634,Cells,cell,cells,,
D10190313.E68,C1274040,Result,ftcn,results,,
D10190313.E69,C0205195,Combined,qlco,combined,,
D10190313.E70,C0040649,"Transcription, Genetic",genf,transcriptional,,
D10190313.E71,C2329837,Regulatory DNA sequence,nusq,regulatory sequences,,
D10190313.E72,,,gngm,AFP),174,AFP
D10190313.E73,C1521840,Target,ftcn,targeted,,
D10190313.E74,C1333196,Cytokine Gene,gngm,cytokine genes,,
D10190313.E75,,,gngm,AFP,174,AFP
D10190313.E76,C1446409,Positive,qlco,positive,,
D10190313.E77,C0086418,Homo sapiens,humn,human,,
D10190313.E78,C0677626,hepatoma cell,cell,HCC       cells,,
D10190313.E79,C3244092,expression level,qnco,expression level,,
D10190313.E80,C0021756,Interleukin-2,"aapp,imft",IL-2,,
D10190313.E81,C0021735,Interferon Alfa-2b,"aapp,imft,phsu",IFNalpha2b,,
D10190313.E82,C0017337,Genes,gngm,gene,,
D10190313.E83,C0441889,Levels (qualifier value),qlco,level,,
D10190313.E84,,,gngm,AFP,174,AFP
D10190313.E85,C0439663,Infected,fndg,infected,,
D10190313.E86,C0007634,Cells,cell,cells,,
D10190313.E87,C0021756,Interleukin-2,"aapp,imft",IL-2,,
D10190313.E88,C0021735,Interferon Alfa-2b,"aapp,imft,phsu",IFNalpha2b,,
D10190313.E89,C0033684,Proteins,"aapp,bacs",protein,,
D10190313.E90,C0542341,Function,ftcn,functions,,
D10190313.E91,C0021756,Interleukin-2,"aapp,imft",IL-2,,
D10190313.E92,C2603343,Study,resa,study,,
D10190313.E93,C0680218,superiority,socb,superiority,,
D10190313.E94,C1514798,Recombinants,orgm,recombinant,,
D10190313.E95,C1514926,retroviral vector,nnon,retrovirus vectors,,
D10190313.E96,C0079189,cytokine,"aapp,imft",cytokine,,
D10190313.E97,C1705938,Base - General Qualifier,idcn,based,,
D10190313.E98,C0017296,gene therapy,topp,gene        therapy,,
D10190901.E1,C0205314,New,qlco,novel,,
D10190901.E2,C1333198,Cytoplasmic Protein,"aapp,bacs",cytoplasmic protein,,
D10190901.E3,C3178797,RNA Motifs,nusq,RNA-binding motifs,,
D10190901.E4,C0004359,Autoantigens,imft,autoantigen,,
D10190901.E5,C0086418,Homo sapiens,humn,human,,
D10190901.E6,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10190901.E7,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10190901.E8,C0004358,Autoantibodies,"aapp,imft",autoantibodies,,
D10190901.E9,C0178719,Intracellular,spco,intracellular,,
D10190901.E10,C0003320,Antigens,imft,antigens,,
D10190901.E11,C0439509,/40,tmco,40%,,
D10190901.E12,C0030705,Patients,podg,patients,,
D10190901.E13,C0030705,Patients,podg,Patients,,
D10190901.E14,C0019189,"Hepatitis, Chronic",dsyn,chronic hepatitis,,
D10190901.E15,C0023890,Liver Cirrhosis,dsyn,liver       cirrhosis,,
D10190901.E16,C2239176,Liver carcinoma,neop,HCC,,
D10190901.E17,C0030705,Patients,podg,patients,,
D10190901.E18,C0004358,Autoantibodies,"aapp,imft",autoantibodies,,
D10190901.E19,C0205314,New,qlco,new,,
D10190901.E20,C0037791,Specificity,qnco,specificities,,
D10190901.E21,C0205314,New,qlco,novel,,
D10190901.E22,C0235914,AUTOANTIBODY RESPONSE,lbpr,autoantibody       responses,,
D10190901.E23,C0020962,Immune system,bdsy,immune system,,
D10190901.E24,C0443286,Reaction,ftcn,reactions,,
D10190901.E25,C0033684,Proteins,"aapp,bacs",proteins,,
D10190901.E26,C0040682,cell transformation,celf,transformation-associated cellular,,
D10190901.E27,C0441471,Event,evnt,events,,
D10190901.E28,C0205447,One,qnco,One,,
